year,id,paper,position,answer,infographic_url,question_url
1995,UPSCPRELI1995GS01051,GS1,51,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01051.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01051
1995,UPSCPRELI1995GS01052,GS1,52,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01052.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01052
1995,UPSCPRELI1995GS01053,GS1,53,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01053.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01053
1995,UPSCPRELI1995GS01054,GS1,54,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01054.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01054
1995,UPSCPRELI1995GS01055,GS1,55,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01055.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01055
1995,UPSCPRELI1995GS01056,GS1,56,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01056.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01056
1995,UPSCPRELI1995GS01057,GS1,57,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01057.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01057
1995,UPSCPRELI1995GS01058,GS1,58,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01058.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01058
1995,UPSCPRELI1995GS01059,GS1,59,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01059.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01059
1995,UPSCPRELI1995GS01060,GS1,60,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01060.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01060
1995,UPSCPRELI1995GS01061,GS1,61,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01061.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01061
1995,UPSCPRELI1995GS01062,GS1,62,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01062.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01062
1995,UPSCPRELI1995GS01063,GS1,63,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01063.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01063
1995,UPSCPRELI1995GS01064,GS1,64,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01064.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01064
1995,UPSCPRELI1995GS01065,GS1,65,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01065.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01065
1995,UPSCPRELI1995GS01066,GS1,66,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01066.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01066
1995,UPSCPRELI1995GS01067,GS1,67,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01067.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01067
1995,UPSCPRELI1995GS01068,GS1,68,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01068.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01068
1995,UPSCPRELI1995GS01069,GS1,69,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01069.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01069
1995,UPSCPRELI1995GS01070,GS1,70,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01070.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01070
1995,UPSCPRELI1995GS01071,GS1,71,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01071.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01071
1995,UPSCPRELI1995GS01072,GS1,72,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01072.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01072
1995,UPSCPRELI1995GS01073,GS1,73,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01073.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01073
1995,UPSCPRELI1995GS01074,GS1,74,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01074.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01074
1995,UPSCPRELI1995GS01075,GS1,75,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01075.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01075
1995,UPSCPRELI1995GS01076,GS1,76,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01076.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01076
1995,UPSCPRELI1995GS01077,GS1,77,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01077.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01077
1995,UPSCPRELI1995GS01078,GS1,78,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01078.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01078
1995,UPSCPRELI1995GS01079,GS1,79,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01079.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01079
1995,UPSCPRELI1995GS01080,GS1,80,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01080.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01080
1995,UPSCPRELI1995GS01081,GS1,81,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01081.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01081
1995,UPSCPRELI1995GS01082,GS1,82,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01082.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01082
1995,UPSCPRELI1995GS01083,GS1,83,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01083.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01083
1995,UPSCPRELI1995GS01084,GS1,84,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01084.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01084
1995,UPSCPRELI1995GS01085,GS1,85,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01085.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01085
1995,UPSCPRELI1995GS01086,GS1,86,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01086.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01086
1995,UPSCPRELI1995GS01087,GS1,87,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01087.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01087
1995,UPSCPRELI1995GS01088,GS1,88,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01088.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01088
1995,UPSCPRELI1995GS01089,GS1,89,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01089.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01089
1995,UPSCPRELI1995GS01090,GS1,90,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01090.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01090
1995,UPSCPRELI1995GS01091,GS1,91,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01091.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01091
1995,UPSCPRELI1995GS01092,GS1,92,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01092.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01092
1995,UPSCPRELI1995GS01093,GS1,93,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01093.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01093
1995,UPSCPRELI1995GS01094,GS1,94,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01094.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01094
1995,UPSCPRELI1995GS01095,GS1,95,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01095.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01095
1995,UPSCPRELI1995GS01096,GS1,96,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01096.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01096
1995,UPSCPRELI1995GS01097,GS1,97,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01097.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01097
1995,UPSCPRELI1995GS01098,GS1,98,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01098.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01098
1995,UPSCPRELI1995GS01099,GS1,99,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01099.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01099
1995,UPSCPRELI1995GS01100,GS1,100,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01100.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01100
1995,UPSCPRELI1995GS01101,GS1,101,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01101.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01101
1995,UPSCPRELI1995GS01102,GS1,102,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01102.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01102
1995,UPSCPRELI1995GS01103,GS1,103,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01103.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01103
1995,UPSCPRELI1995GS01104,GS1,104,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01104.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01104
1995,UPSCPRELI1995GS01105,GS1,105,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01105.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01105
1995,UPSCPRELI1995GS01106,GS1,106,C,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01106.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01106
1995,UPSCPRELI1995GS01107,GS1,107,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01107.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01107
1995,UPSCPRELI1995GS01108,GS1,108,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01108.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01108
1995,UPSCPRELI1995GS01109,GS1,109,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01109.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01109
1995,UPSCPRELI1995GS01110,GS1,110,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01110.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01110
1995,UPSCPRELI1995GS01111,GS1,111,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01111.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01111
1995,UPSCPRELI1995GS01112,GS1,112,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01112.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01112
1995,UPSCPRELI1995GS01113,GS1,113,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01113.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01113
1995,UPSCPRELI1995GS01114,GS1,114,B,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01114.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01114
1995,UPSCPRELI1995GS01115,GS1,115,D,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01115.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01115
1995,UPSCPRELI1995GS01116,GS1,116,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01116.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01116
1995,UPSCPRELI1995GS01117,GS1,117,A,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01117.webp,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01117
