id,year,position,subject,answer,url,infographic_url
UPSCPRELI1995GS01057,1995,57,polity-and-governance,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01057,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01057.webp
UPSCPRELI1995GS01058,1995,58,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01058,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01058.webp
UPSCPRELI1995GS01059,1995,59,geography,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01059,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01059.webp
UPSCPRELI1995GS01060,1995,60,polity-and-governance,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01060,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01060.webp
UPSCPRELI1995GS01061,1995,61,geography,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01061,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01061.webp
UPSCPRELI1995GS01062,1995,62,geography,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01062,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01062.webp
UPSCPRELI1995GS01063,1995,63,geography,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01063,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01063.webp
UPSCPRELI1995GS01064,1995,64,history,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01064,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01064.webp
UPSCPRELI1995GS01065,1995,65,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01065,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01065.webp
UPSCPRELI1995GS01066,1995,66,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01066,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01066.webp
UPSCPRELI1995GS01067,1995,67,economy,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01067,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01067.webp
UPSCPRELI1995GS01068,1995,68,polity-and-governance,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01068,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01068.webp
UPSCPRELI1995GS01069,1995,69,economy,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01069,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01069.webp
UPSCPRELI1995GS01070,1995,70,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01070,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01070.webp
UPSCPRELI1995GS01071,1995,71,geography,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01071,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01071.webp
UPSCPRELI1995GS01072,1995,72,polity-and-governance,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01072,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01072.webp
UPSCPRELI1995GS01073,1995,73,geography,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01073,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01073.webp
UPSCPRELI1995GS01074,1995,74,polity-and-governance,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01074,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01074.webp
UPSCPRELI1995GS01075,1995,75,history,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01075,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01075.webp
UPSCPRELI1995GS01076,1995,76,geography,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01076,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01076.webp
UPSCPRELI1995GS01077,1995,77,history,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01077,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01077.webp
UPSCPRELI1995GS01078,1995,78,art-and-culture,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01078,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01078.webp
UPSCPRELI1995GS01079,1995,79,polity-and-governance,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01079,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01079.webp
UPSCPRELI1995GS01080,1995,80,history,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01080,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01080.webp
UPSCPRELI1995GS01081,1995,81,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01081,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01081.webp
UPSCPRELI1995GS01082,1995,82,geography,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01082,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01082.webp
UPSCPRELI1995GS01083,1995,83,economy,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01083,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01083.webp
UPSCPRELI1995GS01084,1995,84,economy,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01084,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01084.webp
UPSCPRELI1995GS01085,1995,85,economy,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01085,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01085.webp
UPSCPRELI1995GS01086,1995,86,history,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01086,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01086.webp
UPSCPRELI1995GS01087,1995,87,polity-and-governance,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01087,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01087.webp
UPSCPRELI1995GS01088,1995,88,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01088,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01088.webp
UPSCPRELI1995GS01089,1995,89,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01089,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01089.webp
UPSCPRELI1995GS01090,1995,90,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01090,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01090.webp
UPSCPRELI1995GS01091,1995,91,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01091,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01091.webp
UPSCPRELI1995GS01092,1995,92,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01092,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01092.webp
UPSCPRELI1995GS01093,1995,93,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01093,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01093.webp
UPSCPRELI1995GS01094,1995,94,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01094,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01094.webp
UPSCPRELI1995GS01095,1995,95,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01095,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01095.webp
UPSCPRELI1995GS01096,1995,96,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01096,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01096.webp
UPSCPRELI1995GS01097,1995,97,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01097,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01097.webp
UPSCPRELI1995GS01098,1995,98,science-and-technology,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01098,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01098.webp
UPSCPRELI1995GS01099,1995,99,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01099,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01099.webp
UPSCPRELI1995GS01100,1995,100,science-and-technology,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01100,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01100.webp
UPSCPRELI1995GS01101,1995,101,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01101,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01101.webp
UPSCPRELI1995GS01102,1995,102,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01102,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01102.webp
UPSCPRELI1995GS01103,1995,103,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01103,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01103.webp
UPSCPRELI1995GS01104,1995,104,geography,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01104,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01104.webp
UPSCPRELI1995GS01105,1995,105,history,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01105,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01105.webp
UPSCPRELI1995GS01106,1995,106,science-and-technology,C,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01106,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01106.webp
UPSCPRELI1995GS01107,1995,107,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01107,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01107.webp
UPSCPRELI1995GS01108,1995,108,science-and-technology,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01108,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01108.webp
UPSCPRELI1995GS01109,1995,109,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01109,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01109.webp
UPSCPRELI1995GS01110,1995,110,geography,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01110,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01110.webp
UPSCPRELI1995GS01111,1995,111,geography,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01111,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01111.webp
UPSCPRELI1995GS01112,1995,112,science-and-technology,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01112,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01112.webp
UPSCPRELI1995GS01113,1995,113,science-and-technology,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01113,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01113.webp
UPSCPRELI1995GS01114,1995,114,science-and-technology,B,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01114,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01114.webp
UPSCPRELI1995GS01115,1995,115,,D,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01115,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01115.webp
UPSCPRELI1995GS01116,1995,116,science-and-technology,A,https://www.dalvoy.com/upsc/prelims/1995/q/UPSCPRELI1995GS01116,https://storage.googleapis.com/dalvoy-lessons-images/prelims-infographics/1995/UPSCPRELI1995GS01116.webp
